cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2014-2015,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Has IEP,19,18,94.74,94.74
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,All Students,All Students,193,168,87.05,87.05
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,125,117,93.6,93.6
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,68,51,75,75.0
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,ELL,EL,52,35,67.31,67.31
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,ELL,Non-EL,141,133,94.33,94.33
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Asian,27,25,92.59,92.59
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Black/African American,100,94,94,94.0
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,52,38,73.08,73.08
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Female,115,106,92.17,92.17
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Male,78,62,79.49,79.49
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Does Not Have IEP,175,150,85.71,85.71
2014-2015,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Has IEP,18,18,100,100.0
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,All Students,All Students,193,168,87.05,87.05
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,125,117,93.6,93.6
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,68,51,75,75.0
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,ELL,EL,52,35,67.31,67.31
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,ELL,Non-EL,141,133,94.33,94.33
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Asian,27,25,92.59,92.59
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Black/African American,100,94,94,94.0
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,52,38,73.08,73.08
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Female,115,106,92.17,92.17
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Male,78,62,79.49,79.49
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Does Not Have IEP,175,150,85.71,85.71
2014-2015,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Has IEP,18,18,100,100.0
2014-2015,2310,Camelot Academy,Alternative,4-Year Graduation Rate,All Students,All Students,27,15,55.56,55.56
2014-2015,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,20,13,65,65.0
2014-2015,2310,Camelot Academy,Alternative,5-Year Graduation Rate,All Students,All Students,29,16,55.17,55.17
2014-2015,2310,Camelot Academy,Alternative,5-Year Graduation Rate,ELL,Non-EL,29,16,55.17,55.17
2014-2015,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,24,14,58.33,58.33
2014-2015,2310,Camelot Academy,Alternative,6-Year Graduation Rate,All Students,All Students,28,16,57.14,57.14
2014-2015,2310,Camelot Academy,Alternative,6-Year Graduation Rate,ELL,Non-EL,28,16,57.14,57.14
2014-2015,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,23,14,60.87,60.87
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,All Students,All Students,59,59,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,21,21,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,38,38,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,ELL,Non-EL,59,59,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,Black/African American,24,24,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,White,24,24,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Female,36,36,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Male,23,23,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,IEP,Does Not Have IEP,49,49,100,100.0
2014-2015,2410,Girard Academic Music Program,District,4-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,All Students,All Students,60,59,98.33,98.33
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,21,21,100,100.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,39,38,97.44,97.44
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,ELL,Non-EL,60,59,98.33,98.33
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Ethnicity,Black/African American,24,24,100,100.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Ethnicity,White,25,24,96,96.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Gender,Female,37,36,97.3,97.3
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,Gender,Male,23,23,100,100.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,IEP,Does Not Have IEP,50,49,98,98.0
2014-2015,2410,Girard Academic Music Program,District,5-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,All Students,All Students,60,59,98.33,98.33
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,21,21,100,100.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,39,38,97.44,97.44
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,ELL,Non-EL,60,59,98.33,98.33
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Ethnicity,Black/African American,24,24,100,100.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Ethnicity,White,25,24,96,96.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Gender,Female,37,36,97.3,97.3
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,Gender,Male,23,23,100,100.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,IEP,Does Not Have IEP,50,49,98,98.0
2014-2015,2410,Girard Academic Music Program,District,6-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,4-Year Graduation Rate,All Students,All Students,224,2,0.89,0.89
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,All Students,All Students,169,4,2.37,2.37
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,115,2,1.74,1.74
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,54,2,3.7,3.7
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,118,3,2.54,2.54
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,119,3,2.52,2.52
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,5-Year Graduation Rate,IEP,Has IEP,50,1,2,2.0
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,All Students,All Students,126,3,2.38,2.38
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,89,1,1.12,1.12
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,37,2,5.41,5.41
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,91,2,2.2,2.2
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,87,2,2.3,2.3
2014-2015,2530,Phila. Juv. Justice Services Ctr. School,Alternative,6-Year Graduation Rate,IEP,Has IEP,39,1,2.56,2.56
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,All Students,All Students,224,216,96.43,96.43
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,137,131,95.62,95.62
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,87,85,97.7,97.7
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,ELL,EL,14,14,100,100.0
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,ELL,Non-EL,210,202,96.19,96.19
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Asian,65,63,96.92,96.92
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Black/African American,102,98,96.08,96.08
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,23,22,95.65,95.65
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Ethnicity,White,27,26,96.3,96.3
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Gender,Female,129,126,97.67,97.67
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,Gender,Male,95,90,94.74,94.74
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,IEP,Does Not Have IEP,207,200,96.62,96.62
2014-2015,2620,Academy at Palumbo,District,4-Year Graduation Rate,IEP,Has IEP,17,16,94.12,94.12
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,All Students,All Students,224,215,95.98,95.98
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,137,130,94.89,94.89
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,87,85,97.7,97.7
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,ELL,EL,14,14,100,100.0
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,ELL,Non-EL,210,201,95.71,95.71
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Asian,63,63,100,100.0
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Black/African American,104,97,93.27,93.27
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,22,22,100,100.0
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Ethnicity,White,28,26,92.86,92.86
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Gender,Female,131,126,96.18,96.18
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,Gender,Male,93,89,95.7,95.7
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,IEP,Does Not Have IEP,207,200,96.62,96.62
2014-2015,2620,Academy at Palumbo,District,5-Year Graduation Rate,IEP,Has IEP,17,15,88.24,88.24
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,All Students,All Students,224,215,95.98,95.98
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,137,130,94.89,94.89
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,87,85,97.7,97.7
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,ELL,EL,14,14,100,100.0
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,ELL,Non-EL,210,201,95.71,95.71
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Asian,63,63,100,100.0
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Black/African American,104,97,93.27,93.27
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,22,22,100,100.0
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Ethnicity,White,28,26,92.86,92.86
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Gender,Female,131,126,96.18,96.18
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,Gender,Male,93,89,95.7,95.7
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,IEP,Does Not Have IEP,207,200,96.62,96.62
2014-2015,2620,Academy at Palumbo,District,6-Year Graduation Rate,IEP,Has IEP,17,15,88.24,88.24
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,All Students,All Students,125,122,97.6,97.6
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,46,45,97.83,97.83
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,79,77,97.47,97.47
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,Asian,13,13,100,100.0
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,Black/African American,53,52,98.11,98.11
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Ethnicity,White,45,44,97.78,97.78
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Gender,Female,65,64,98.46,98.46
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,Gender,Male,60,58,96.67,96.67
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,IEP,Does Not Have IEP,92,90,97.83,97.83
2014-2015,2650,Science Leadership Academy,District,4-Year Graduation Rate,IEP,Has IEP,33,32,96.97,96.97
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,All Students,All Students,125,122,97.6,97.6
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,45,45,100,100.0
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,80,77,96.25,96.25
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Ethnicity,Black/African American,52,52,100,100.0
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Ethnicity,White,45,44,97.78,97.78
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Gender,Female,65,64,98.46,98.46
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,Gender,Male,60,58,96.67,96.67
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,IEP,Does Not Have IEP,93,90,96.77,96.77
2014-2015,2650,Science Leadership Academy,District,5-Year Graduation Rate,IEP,Has IEP,32,32,100,100.0
2014-2015,2650,Science Leadership Academy,District,6-Year Graduation Rate,All Students,All Students,125,122,97.6,97.6
2014-2015,2650,Science Leadership Academy,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,45,45,100,100.0
2014-2015,2650,Science Leadership Academy,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,80,77,96.25,96.25
2014-2015,2650,Science Leadership Academy,District,6-Year Graduation Rate,Ethnicity,Black/African American,52,52,100,100.0
